,code_insee,nom_standard,nom_sans_pronom,nom_a,nom_de,nom_sans_accent,nom_standard_majuscule,typecom,typecom_texte,reg_code,reg_nom,dep_code,dep_nom,canton_code,canton_nom,epci_code,epci_nom,academie_code,academie_nom,code_postal,codes_postaux,zone_emploi,code_insee_centre_zone_emploi,code_unite_urbaine,nom_unite_urbaine,taille_unite_urbaine,type_commune_unite_urbaine,statut_commune_unite_urbaine,population,superficie_hectare,superficie_km2,densite,altitude_moyenne,altitude_minimale,altitude_maximale,latitude_mairie,longitude_mairie,latitude_centre,longitude_centre,grille_densite,grille_densite_texte,niveau_equipements_services,niveau_equipements_services_texte,gentile,url_wikipedia,url_villedereve
9131,26197,Montélier,Montélier,à Montélier,de Montélier,montelier,MONTÉLIER,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2616,Valence-2,200068781,CA Valence Romans Agglo,8,Grenoble,26120,26120,08431,26362,26107,Montélier,1.0,UNITE URBAINE,I,4306,2453,25,176.0,207,164.0,293.0,44.937,5.028,44.943,5.021,5,Bourgs ruraux,2.0,centres intermédiaires d'équipements et de services,"Montéliens, Montéliennes",https://fr.wikipedia.org/wiki/fr:Montélier,https://villedereve.fr/ville/26197-montelier
9132,26198,Montélimar,Montélimar,à Montélimar,de Montélimar,montelimar,MONTÉLIMAR,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2697,Montélimar,200040459,CA Montélimar Agglomération,8,Grenoble,26200,"26202, 26207, 26206, 26200, 26216, 26205, 26201, 26208, 26203, 26204",08422,26198,00553,Montélimar,5.0,UNITE URBAINE,C,40399,4640,46,871.0,93,56.0,213.0,44.557,4.75,44.554,4.749,2,Centres urbains intermédiaires,3.0,centres structurants d'équipements et de services,Montiliens,https://fr.wikipedia.org/wiki/fr:Montélimar,https://villedereve.fr/ville/26198-montelimar
9133,26199,Montferrand-la-Fare,Montferrand-la-Fare,à Montferrand-la-Fare,de Montferrand-la-Fare,montferrand-la-fare,MONTFERRAND-LA-FARE,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2610,Nyons et Baronnies,200068229,CC des Baronnies en Drôme Provençale,8,Grenoble,26510,26510,00064,84138,26000,,0.0,HORS UNITE URBAINE,H,27,1143,11,2.0,798,546.0,1392.0,44.36,5.45,44.342,5.45,7,Rural à habitat très dispersé,0.0,communes non pôle,"Ferrémontains, Ferrémontaines",https://fr.wikipedia.org/wiki/fr:Montferrand-la-Fare,https://villedereve.fr/ville/26199-montferrand-la-fare
9134,26200,Montfroc,Montfroc,à Montfroc,de Montfroc,montfroc,MONTFROC,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2610,Nyons et Baronnies,200071033,CC Jabron-Lure-Vançon-Durance,8,Grenoble,26560,26560,00064,84138,26000,,0.0,HORS UNITE URBAINE,H,92,1475,15,6.0,1028,732.0,1533.0,44.174,5.638,44.171,5.645,7,Rural à habitat très dispersé,0.0,communes non pôle,Montfrocois,https://fr.wikipedia.org/wiki/fr:Montfroc,https://villedereve.fr/ville/26200-montfroc
9135,26201,Montguers,Montguers,à Montguers,de Montguers,montguers,MONTGUERS,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2610,Nyons et Baronnies,200068229,CC des Baronnies en Drôme Provençale,8,Grenoble,26170,26170,00064,84138,26000,,0.0,HORS UNITE URBAINE,H,49,1108,11,4.0,914,639.0,1217.0,44.291,5.46,44.302,5.472,7,Rural à habitat très dispersé,0.0,communes non pôle,"Montguerrois, Montguerroises",https://fr.wikipedia.org/wiki/fr:Montguers,https://villedereve.fr/ville/26201-montguers
9136,26202,Montjoux,Montjoux,à Montjoux,de Montjoux,montjoux,MONTJOUX,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2603,Dieulefit,242600492,CC Dieulefit-Bourdeaux,8,Grenoble,26220,26220,08422,26198,26000,,0.0,HORS UNITE URBAINE,H,328,1849,18,18.0,648,421.0,1316.0,44.497,5.115,44.489,5.103,6,Rural à habitat dispersé,0.0,communes non pôle,,https://fr.wikipedia.org/wiki/fr:Montjoux,https://villedereve.fr/ville/26202-montjoux
9137,26203,Montjoyer,Montjoyer,à Montjoyer,de Montjoyer,montjoyer,MONTJOYER,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2606,Grignan,200040681,CC Enclave des Papes-Pays de Grignan,8,Grenoble,26230,26230,00064,84138,26000,,0.0,HORS UNITE URBAINE,H,278,1832,18,15.0,376,200.0,472.0,44.478,4.854,44.483,4.878,6,Rural à habitat dispersé,0.0,communes non pôle,"Montjoyeriens, Montjoyeriennes",https://fr.wikipedia.org/wiki/fr:Montjoyer,https://villedereve.fr/ville/26203-montjoyer
9138,26204,Montlaur-en-Diois,Montlaur-en-Diois,à Montlaur-en-Diois,de Montlaur-en-Diois,montlaur-en-diois,MONTLAUR-EN-DIOIS,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2604,Le Diois,242600534,CC du Diois,8,Grenoble,26310,26310,08431,26362,26000,,0.0,HORS UNITE URBAINE,H,145,944,9,15.0,689,502.0,1320.0,44.631,5.431,44.627,5.416,6,Rural à habitat dispersé,0.0,communes non pôle,,https://fr.wikipedia.org/wiki/fr:Montlaur-en-Diois,https://villedereve.fr/ville/26204-montlaur-en-diois
9139,26205,Montmaur-en-Diois,Montmaur-en-Diois,à Montmaur-en-Diois,de Montmaur-en-Diois,montmaur-en-diois,MONTMAUR-EN-DIOIS,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2604,Le Diois,242600534,CC du Diois,8,Grenoble,26150,26150,08431,26362,26000,,0.0,HORS UNITE URBAINE,H,85,1285,13,7.0,732,459.0,1274.0,44.676,5.38,44.678,5.365,7,Rural à habitat très dispersé,0.0,communes non pôle,"Montmaurois, Montmauroises",https://fr.wikipedia.org/wiki/fr:Montmaur-en-Diois,https://villedereve.fr/ville/26205-montmaur-en-diois
9140,26206,Montmeyran,Montmeyran,à Montmeyran,de Montmeyran,montmeyran,MONTMEYRAN,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2602,Crest,200068781,CA Valence Romans Agglo,8,Grenoble,26120,26120,08431,26362,26204,Beaumont-lès-Valence,2.0,UNITE URBAINE,C,2960,2360,24,125.0,201,164.0,293.0,44.834,4.974,44.836,4.984,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,"Montmeyranais, Montmeyranaises",https://fr.wikipedia.org/wiki/fr:Montmeyran,https://villedereve.fr/ville/26206-montmeyran
9141,26207,Montmiral,Montmiral,à Montmiral,de Montmiral,montmiral,MONTMIRAL,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2605,Drôme des collines,200068781,CA Valence Romans Agglo,8,Grenoble,26750,26750,08427,26281,26000,,0.0,HORS UNITE URBAINE,H,672,2649,26,25.0,415,240.0,548.0,45.155,5.15,45.154,5.16,7,Rural à habitat très dispersé,0.0,communes non pôle,"Montmiralois, Montmiraloise",https://fr.wikipedia.org/wiki/fr:Montmiral,https://villedereve.fr/ville/26207-montmiral
9142,26208,Montoison,Montoison,à Montoison,de Montoison,montoison,MONTOISON,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2607,Loriol-sur-Drôme,242600252,CC du Val de Drôme en Biovallée,8,Grenoble,26800,26800,08431,26362,26000,,0.0,HORS UNITE URBAINE,H,1948,1619,16,120.0,170,129.0,261.0,44.796,4.942,44.798,4.93,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,"Montoisonnais, Montoisonnaises",https://fr.wikipedia.org/wiki/fr:Montoison,https://villedereve.fr/ville/26208-montoison
9143,26209,Montréal-les-Sources,Montréal-les-Sources,à Montréal-les-Sources,de Montréal-les-Sources,montreal-les-sources,MONTRÉAL-LES-SOURCES,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2610,Nyons et Baronnies,200068229,CC des Baronnies en Drôme Provençale,8,Grenoble,26510,26510,00064,84138,26000,,0.0,HORS UNITE URBAINE,H,24,1044,10,2.0,783,427.0,1301.0,44.402,5.3,44.401,5.307,7,Rural à habitat très dispersé,0.0,communes non pôle,"Montréalais, Montréalaises",https://fr.wikipedia.org/wiki/fr:Montréal-les-Sources,https://villedereve.fr/ville/26209-montreal-les-sources
9144,26210,Valherbasse,Valherbasse,à Valherbasse,de Valherbasse,valherbasse,VALHERBASSE,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2605,Drôme des collines,200068781,CA Valence Romans Agglo,8,Grenoble,26350,26350,08427,26281,26000,,0.0,HORS UNITE URBAINE,H,1021,2898,29,35.0,482,326.0,582.0,45.219,5.131,45.226,5.143,6,Rural à habitat dispersé,0.0,communes non pôle,,https://fr.wikipedia.org/wiki/fr:Valherbasse,https://villedereve.fr/ville/26210-valherbasse
9145,26211,Montségur-sur-Lauzon,Montségur-sur-Lauzon,à Montségur-sur-Lauzon,de Montségur-sur-Lauzon,montsegur-sur-lauzon,MONTSÉGUR-SUR-LAUZON,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2606,Grignan,200040681,CC Enclave des Papes-Pays de Grignan,8,Grenoble,26130,26130,00055,84019,26000,,0.0,HORS UNITE URBAINE,H,1369,1842,18,74.0,173,112.0,297.0,44.362,4.86,44.368,4.857,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,"Montséguriens, Montséguriennes",https://fr.wikipedia.org/wiki/fr:Montségur-sur-Lauzon,https://villedereve.fr/ville/26211-montsegur-sur-lauzon
9146,26212,Montvendre,Montvendre,à Montvendre,de Montvendre,montvendre,MONTVENDRE,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2602,Crest,200068781,CA Valence Romans Agglo,8,Grenoble,26120,26120,08431,26362,26000,,0.0,HORS UNITE URBAINE,H,1255,1722,17,73.0,228,157.0,646.0,44.872,5.022,44.866,5.012,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,"Montvendrois, Montvendroises",https://fr.wikipedia.org/wiki/fr:Montvendre,https://villedereve.fr/ville/26212-montvendre
9147,26213,Moras-en-Valloire,Moras-en-Valloire,à Moras-en-Valloire,de Moras-en-Valloire,moras-en-valloire,MORAS-EN-VALLOIRE,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2605,Drôme des collines,200040491,CC Porte de DrômArdèche,8,Grenoble,26210,26210,08433,38544,26000,,0.0,HORS UNITE URBAINE,H,687,850,8,81.0,310,217.0,420.0,45.29,4.994,45.285,5.0,6,Rural à habitat dispersé,0.0,communes non pôle,,https://fr.wikipedia.org/wiki/fr:Moras-en-Valloire,https://villedereve.fr/ville/26213-moras-en-valloire
9148,26214,Mornans,Mornans,à Mornans,de Mornans,mornans,MORNANS,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2603,Dieulefit,242600252,CC du Val de Drôme en Biovallée,8,Grenoble,26460,26460,08422,26198,26000,,0.0,HORS UNITE URBAINE,H,80,1178,12,7.0,602,339.0,1307.0,44.62,5.125,44.621,5.133,7,Rural à habitat très dispersé,0.0,communes non pôle,"Mornansais, Mornansaises",https://fr.wikipedia.org/wiki/fr:Mornans,https://villedereve.fr/ville/26214-mornans
9149,26215,La Motte-Chalancon,Motte-Chalancon,à Motte-Chalancon,de la Motte-Chalancon,la-motte-chalancon,LA MOTTE-CHALANCON,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2604,Le Diois,242600534,CC du Diois,8,Grenoble,26470,26470,00064,84138,26000,,0.0,HORS UNITE URBAINE,H,405,2272,23,18.0,825,517.0,1424.0,44.486,5.38,44.495,5.385,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,"Mottois, Mottoises",https://fr.wikipedia.org/wiki/fr:La Motte-Chalancon,https://villedereve.fr/ville/26215-la-motte-chalancon
9150,26216,Saint-Jean-de-Galaure,Saint-Jean-de-Galaure,à Saint-Jean-de-Galaure,de Saint-Jean-de-Galaure,saint-jean-de-galaure,SAINT-JEAN-DE-GALAURE,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2612,Saint-Vallier,200040491,CC Porte de DrômArdèche,8,Grenoble,26240,26240,08433,38544,26000,,0.0,HORS UNITE URBAINE,H,1265,773,8,164.0,248,184.0,363.0,45.197,4.906,45.199,4.901,6,Rural à habitat dispersé,0.0,communes non pôle,"Mottois, Mottoise",https://fr.wikipedia.org/wiki/fr:La Motte-de-Galaure,https://villedereve.fr/ville/26216-saint-jean-de-galaure
9151,26217,La Motte-Fanjas,Motte-Fanjas,à Motte-Fanjas,de la Motte-Fanjas,la-motte-fanjas,LA MOTTE-FANJAS,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2619,Vercors-Monts du Matin,200067767,CC du Royans-Vercors,8,Grenoble,26190,26190,08427,26281,26000,,0.0,HORS UNITE URBAINE,H,194,484,5,40.0,283,161.0,448.0,45.05,5.267,45.045,5.271,6,Rural à habitat dispersé,0.0,communes non pôle,"Fanjamotteux, Fanjamotteuses",https://fr.wikipedia.org/wiki/fr:La Motte-Fanjas,https://villedereve.fr/ville/26217-la-motte-fanjas
9152,26218,Mours-Saint-Eusèbe,Mours-Saint-Eusèbe,à Mours-Saint-Eusèbe,de Mours-Saint-Eusèbe,mours-saint-eusebe,MOURS-SAINT-EUSÈBE,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2611,Romans-sur-Isère,200068781,CA Valence Romans Agglo,8,Grenoble,26540,26540,08427,26281,26501,Romans-sur-Isère,5.0,UNITE URBAINE,B,3385,534,5,634.0,191,173.0,318.0,45.07,5.052,45.071,5.059,4,Ceintures urbaines,2.0,centres intermédiaires d'équipements et de services,,https://fr.wikipedia.org/wiki/fr:Mours-Saint-Eusèbe,https://villedereve.fr/ville/26218-mours-saint-eusebe
9153,26220,Nyons,Nyons,à Nyons,de Nyons,nyons,NYONS,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2610,Nyons et Baronnies,200068229,CC des Baronnies en Drôme Provençale,8,Grenoble,26110,"26111, 26110",00064,84138,26202,Nyons,2.0,UNITE URBAINE,I,6771,2354,24,288.0,396,234.0,940.0,44.362,5.14,44.356,5.129,3,Petites villes,3.0,centres structurants d'équipements et de services,Nyonsais,https://fr.wikipedia.org/wiki/fr:Nyons,https://villedereve.fr/ville/26220-nyons
9154,26221,Omblèze,Omblèze,à Omblèze,d'Omblèze,ombleze,OMBLÈZE,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2602,Crest,242600252,CC du Val de Drôme en Biovallée,8,Grenoble,26400,26400,08431,26362,26000,,0.0,HORS UNITE URBAINE,H,65,4505,45,1.0,1048,388.0,1581.0,44.852,5.218,44.864,5.231,7,Rural à habitat très dispersé,0.0,communes non pôle,"Omblèziens, Omblèziennes",https://fr.wikipedia.org/wiki/fr:Omblèze,https://villedereve.fr/ville/26221-ombleze
9155,26222,Orcinas,Orcinas,à Orcinas,d'Orcinas,orcinas,ORCINAS,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2603,Dieulefit,242600492,CC Dieulefit-Bourdeaux,8,Grenoble,26220,26220,08422,26198,26000,,0.0,HORS UNITE URBAINE,H,38,541,5,7.0,605,456.0,802.0,44.552,5.135,44.548,5.138,7,Rural à habitat très dispersé,0.0,communes non pôle,"Orcinassois, Orcinassoises",https://fr.wikipedia.org/wiki/fr:Orcinas,https://villedereve.fr/ville/26222-orcinas
9156,26223,Oriol-en-Royans,Oriol-en-Royans,à Oriol-en-Royans,d'Oriol-en-Royans,oriol-en-royans,ORIOL-EN-ROYANS,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2619,Vercors-Monts du Matin,200067767,CC du Royans-Vercors,8,Grenoble,26190,26190,08427,26281,26104,Saint-Jean-en-Royans,1.0,UNITE URBAINE,B,519,1608,16,32.0,605,238.0,1200.0,44.999,5.275,44.99,5.251,6,Rural à habitat dispersé,0.0,communes non pôle,"Oroyens, Oroyennes",https://fr.wikipedia.org/wiki/fr:Oriol-en-Royans,https://villedereve.fr/ville/26223-oriol-en-royans
9157,26224,Ourches,Ourches,à Ourches,d'Ourches,ourches,OURCHES,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2602,Crest,200068781,CA Valence Romans Agglo,8,Grenoble,26120,26120,08431,26362,26000,,0.0,HORS UNITE URBAINE,H,282,920,9,31.0,424,240.0,1000.0,44.805,5.041,44.806,5.047,6,Rural à habitat dispersé,0.0,communes non pôle,,https://fr.wikipedia.org/wiki/fr:Ourches,https://villedereve.fr/ville/26224-ourches
9158,26225,Parnans,Parnans,à Parnans,de Parnans,parnans,PARNANS,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2605,Drôme des collines,200068781,CA Valence Romans Agglo,8,Grenoble,26750,26750,08427,26281,26000,,0.0,HORS UNITE URBAINE,H,707,1132,11,62.0,293,211.0,406.0,45.11,5.146,45.113,5.159,6,Rural à habitat dispersé,0.0,communes non pôle,Parnanais,https://fr.wikipedia.org/wiki/fr:Parnans,https://villedereve.fr/ville/26225-parnans
9159,26226,Le Pègue,Pègue,au Pègue,du Pègue,le-pegue,LE PÈGUE,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2606,Grignan,200040681,CC Enclave des Papes-Pays de Grignan,8,Grenoble,26770,26770,00064,84138,26000,,0.0,HORS UNITE URBAINE,H,364,1128,11,32.0,675,348.0,1323.0,44.429,5.049,44.444,5.069,6,Rural à habitat dispersé,0.0,communes non pôle,"Le Pèguois, Le Pèguoises",https://fr.wikipedia.org/wiki/fr:Le Pègue,https://villedereve.fr/ville/26226-le-pegue
9160,26227,Pelonne,Pelonne,à Pelonne,de Pelonne,pelonne,PELONNE,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2610,Nyons et Baronnies,200068229,CC des Baronnies en Drôme Provençale,8,Grenoble,26510,26510,00064,84138,26000,,0.0,HORS UNITE URBAINE,H,26,282,3,9.0,710,478.0,1217.0,44.383,5.393,44.382,5.381,7,Rural à habitat très dispersé,0.0,communes non pôle,"Pelonnais, Pelonnaises",https://fr.wikipedia.org/wiki/fr:Pelonne,https://villedereve.fr/ville/26227-pelonne
9161,26228,Pennes-le-Sec,Pennes-le-Sec,à Pennes-le-Sec,de Pennes-le-Sec,pennes-le-sec,PENNES-LE-SEC,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2604,Le Diois,242600534,CC du Diois,8,Grenoble,26340,26340,08431,26362,26000,,0.0,HORS UNITE URBAINE,H,28,908,9,3.0,739,421.0,1339.0,44.638,5.318,44.637,5.32,7,Rural à habitat très dispersé,0.0,communes non pôle,Pennois,https://fr.wikipedia.org/wiki/fr:Pennes-le-Sec,https://villedereve.fr/ville/26228-pennes-le-sec
9162,26229,La Penne-sur-l'Ouvèze,Penne-sur-l'Ouvèze,à Penne-sur-l'Ouvèze,de la Penne-sur-l'Ouvèze,la-penne-sur-l-ouveze,LA PENNE-SUR-L'OUVÈZE,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2610,Nyons et Baronnies,200068229,CC des Baronnies en Drôme Provençale,8,Grenoble,26170,26170,00064,84138,26000,,0.0,HORS UNITE URBAINE,H,95,746,7,13.0,488,296.0,1041.0,44.252,5.228,44.25,5.232,7,Rural à habitat très dispersé,0.0,communes non pôle,Pennois,https://fr.wikipedia.org/wiki/fr:La Penne-sur-l'Ouvèze,https://villedereve.fr/ville/26229-la-penne-sur-l-ouveze
9163,26231,Peyrins,Peyrins,à Peyrins,de Peyrins,peyrins,PEYRINS,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2611,Romans-sur-Isère,200068781,CA Valence Romans Agglo,8,Grenoble,26380,"26380, 26103",08427,26281,26501,Romans-sur-Isère,5.0,UNITE URBAINE,B,2635,2534,25,104.0,258,175.0,434.0,45.094,5.048,45.1,5.046,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,"Peyrinois, Peyrinoises",https://fr.wikipedia.org/wiki/fr:Peyrins,https://villedereve.fr/ville/26231-peyrins
9164,26232,Peyrus,Peyrus,à Peyrus,de Peyrus,peyrus,PEYRUS,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2602,Crest,200068781,CA Valence Romans Agglo,8,Grenoble,26120,26120,08431,26362,26000,,0.0,HORS UNITE URBAINE,H,575,1056,11,54.0,555,338.0,1101.0,44.913,5.107,44.907,5.122,6,Rural à habitat dispersé,0.0,communes non pôle,"Peyrusiens, Peyrusiennes",https://fr.wikipedia.org/wiki/fr:Peyrus,https://villedereve.fr/ville/26232-peyrus
9165,26233,Piégon,Piégon,à Piégon,de Piégon,piegon,PIÉGON,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2610,Nyons et Baronnies,200068229,CC des Baronnies en Drôme Provençale,8,Grenoble,26110,26110,00064,84138,26000,,0.0,HORS UNITE URBAINE,H,241,1026,10,23.0,393,259.0,805.0,44.301,5.127,44.299,5.124,7,Rural à habitat très dispersé,0.0,communes non pôle,"Piègonnais, Piègonnaises",https://fr.wikipedia.org/wiki/fr:Piégon,https://villedereve.fr/ville/26233-piegon
9166,26234,Piégros-la-Clastre,Piégros-la-Clastre,à Piégros-la-Clastre,de Piégros-la-Clastre,piegros-la-clastre,PIÉGROS-LA-CLASTRE,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2602,Crest,200040509,CC du Crestois et de Pays de Saillans Cœur de Drôme,8,Grenoble,26400,26400,08431,26362,26303,Crest,3.0,UNITE URBAINE,B,889,2479,25,36.0,373,198.0,962.0,44.699,5.098,44.685,5.098,6,Rural à habitat dispersé,0.0,communes non pôle,Clastrois,https://fr.wikipedia.org/wiki/fr:Piégros-la-Clastre,https://villedereve.fr/ville/26234-piegros-la-clastre
9167,26235,Pierrelatte,Pierrelatte,à Pierrelatte,de Pierrelatte,pierrelatte,PIERRELATTE,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2614,Le Tricastin,200042901,CC Drôme Sud Provence,8,Grenoble,26700,"26702, 26701, 26700",00055,84019,26302,Pierrelatte,3.0,UNITE URBAINE,I,13799,4944,49,279.0,53,46.0,61.0,44.376,4.699,44.361,4.687,2,Centres urbains intermédiaires,3.0,centres structurants d'équipements et de services,Pierrelattins,https://fr.wikipedia.org/wiki/fr:Pierrelatte,https://villedereve.fr/ville/26235-pierrelatte
9168,26236,Pierrelongue,Pierrelongue,à Pierrelongue,de Pierrelongue,pierrelongue,PIERRELONGUE,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2610,Nyons et Baronnies,200068229,CC des Baronnies en Drôme Provençale,8,Grenoble,26170,26170,00064,84138,26000,,0.0,HORS UNITE URBAINE,H,224,537,5,42.0,441,293.0,960.0,44.246,5.216,44.25,5.214,6,Rural à habitat dispersé,0.0,communes non pôle,"Pierrelonguais, Pierrelonguaises",https://fr.wikipedia.org/wiki/fr:Pierrelongue,https://villedereve.fr/ville/26236-pierrelongue
9169,26238,Les Pilles,Pilles,aux Pilles,des Pilles,les-pilles,LES PILLES,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2610,Nyons et Baronnies,200068229,CC des Baronnies en Drôme Provençale,8,Grenoble,26110,26110,00064,84138,26000,,0.0,HORS UNITE URBAINE,H,232,631,6,37.0,471,288.0,920.0,44.379,5.189,44.378,5.199,6,Rural à habitat dispersé,0.0,communes non pôle,"Pillois, Pilloises",https://fr.wikipedia.org/wiki/fr:Les Pilles,https://villedereve.fr/ville/26238-les-pilles
9170,26239,Plaisians,Plaisians,à Plaisians,de Plaisians,plaisians,PLAISIANS,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2610,Nyons et Baronnies,200068229,CC des Baronnies en Drôme Provençale,8,Grenoble,26170,26170,00064,84138,26000,,0.0,HORS UNITE URBAINE,H,213,3026,30,7.0,814,391.0,1364.0,44.23,5.317,44.225,5.337,6,Rural à habitat dispersé,0.0,communes non pôle,"Plaisianais, Plaisianaises",https://fr.wikipedia.org/wiki/fr:Plaisians,https://villedereve.fr/ville/26239-plaisians
9171,26240,Plan-de-Baix,Plan-de-Baix,à Plan-de-Baix,de Plan-de-Baix,plan-de-baix,PLAN-DE-BAIX,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2602,Crest,242600252,CC du Val de Drôme en Biovallée,8,Grenoble,26400,26400,08431,26362,26000,,0.0,HORS UNITE URBAINE,H,159,1955,20,8.0,750,349.0,1093.0,44.814,5.165,44.825,5.166,6,Rural à habitat dispersé,0.0,communes non pôle,"Planarudolphiens,[2]",https://fr.wikipedia.org/wiki/fr:Plan-de-Baix,https://villedereve.fr/ville/26240-plan-de-baix
9172,26241,Le Poët-Célard,Poët-Célard,au Poët-Célard,du Poët-Célard,le-poet-celard,LE POËT-CÉLARD,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2603,Dieulefit,242600252,CC du Val de Drôme en Biovallée,8,Grenoble,26460,26460,08422,26198,26000,,0.0,HORS UNITE URBAINE,H,142,838,8,17.0,569,351.0,744.0,44.602,5.104,44.598,5.101,7,Rural à habitat très dispersé,0.0,communes non pôle,"Poëterots, Poëterotes",https://fr.wikipedia.org/wiki/fr:Le Poët-Célard,https://villedereve.fr/ville/26241-le-poet-celard
9173,26242,Le Poët-en-Percip,Poët-en-Percip,au Poët-en-Percip,du Poët-en-Percip,le-poet-en-percip,LE POËT-EN-PERCIP,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2610,Nyons et Baronnies,200068229,CC des Baronnies en Drôme Provençale,8,Grenoble,26170,26170,00064,84138,26000,,0.0,HORS UNITE URBAINE,H,19,616,6,3.0,1026,791.0,1340.0,44.254,5.392,44.248,5.394,7,Rural à habitat très dispersé,0.0,communes non pôle,"Pouyetiers, Pouyetières",https://fr.wikipedia.org/wiki/fr:Le Poët-en-Percip,https://villedereve.fr/ville/26242-le-poet-en-percip
9174,26243,Le Poët-Laval,Poët-Laval,au Poët-Laval,du Poët-Laval,le-poet-laval,LE POËT-LAVAL,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2603,Dieulefit,242600492,CC Dieulefit-Bourdeaux,8,Grenoble,26160,26160,08422,26198,26106,Dieulefit,1.0,UNITE URBAINE,B,963,3146,31,31.0,478,255.0,973.0,44.531,5.009,44.526,5.002,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,"Poët-Lavaliens, Poët-Lavaliennes",https://fr.wikipedia.org/wiki/fr:Le Poët-Laval,https://villedereve.fr/ville/26243-le-poet-laval
9175,26244,Le Poët-Sigillat,Poët-Sigillat,au Poët-Sigillat,du Poët-Sigillat,le-poet-sigillat,LE POËT-SIGILLAT,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2610,Nyons et Baronnies,200068229,CC des Baronnies en Drôme Provençale,8,Grenoble,26110,26110,00064,84138,26000,,0.0,HORS UNITE URBAINE,H,123,1575,16,8.0,769,433.0,1301.0,44.369,5.317,44.363,5.319,7,Rural à habitat très dispersé,0.0,communes non pôle,"Sigillatiens, Sigillatiennes",https://fr.wikipedia.org/wiki/fr:Le Poët-Sigillat,https://villedereve.fr/ville/26244-le-poet-sigillat
9176,26245,Pommerol,Pommerol,à Pommerol,de Pommerol,pommerol,POMMEROL,COM,commune,84,Auvergne-Rhône-Alpes,26,Drôme,2610,Nyons et Baronnies,200068229,CC des Baronnies en Drôme Provençale,8,Grenoble,26470,26470,00064,84138,26000,,0.0,HORS UNITE URBAINE,H,5,1005,10,0.0,1076,717.0,0.0,44.446,5.452,44.437,5.465,7,Rural à habitat très dispersé,0.0,communes non pôle,"Pommerolais, Pommerolaises",https://fr.wikipedia.org/wiki/fr:Pommerol,https://villedereve.fr/ville/26245-pommerol
